id;texto;categoria_assunto;canal;particao_recomendada
REC-03947;Gostaria de registrar, o produto recebido é diferente do anúncio e preciso saber o que aconteceu Agradeço se puderem olhar isso.;produto;app;validacao
REC-03948;Faltou um acessório dentro da caixa;produto;chat;teste
REC-03949;Olá, venho informar, solicitei troca e recebi instruções contraditórias há alguns dias? Preciso de um retorno.;troca_devolucao;chat;treino
REC-03950;O pagamento foi recusado mesmo com limite no meu último pedido?;pagamento;telefone;treino
REC-03951;venho informar, o prazo de troca está correndo e não consigo abrir a solicitação? podem verificar?;troca_devolucao;telefone;validacao
REC-03952;Estou tentando devolver o item. O que mais preciso resolver é que o prazo mudou várias vezes.;entrega;site;treino
REC-03953;"não sei onde acompanhar minha devolução; mas o chat não esclareceu a situação";troca_devolucao;site;teste
REC-03954;não consigo gerar o boleto desde ontem;pagamento;telefone;treino
REC-03955;Meu chamado está sem atualização e, além disso, também tentei abrir uma troca!;atendimento;app;treino
REC-03956;Não consigo gerar o boleto há alguns dias, em uma compra recente.;pagamento;app;treino
REC-03957;Estou com uma dúvida, não reconheço uma cobrança relacionada ao pedido há alguns dias. Como resolvo?;pagamento;email;treino
REC-03958;"Foi incluída uma taxa que não estava prevista; mas o pacote demorou a chegar.";pagamento;chat;treino
REC-03959;Só queria entender, não consigo localizar onde está a encomenda no meu último pedido? Obrigada.;entrega;site;treino
REC-03960;Olá, alguém consegue me ajudar, o chat me transfere e ninguém assume o caso há alguns dias? Obrigada.;atendimento;chat;treino
REC-03961;a parcela veio com valor incorreto e a cor veio diferente da escolhida;pagamento;email;treino
REC-03962;Queria uma orientação, o entregador marcou tentativa sem vir aqui e preciso saber o que aconteceu? Fico no aguardo.;entrega;email;treino
REC-03963;Por favor, o pacote voltou para o remetente sem explicação desde ontem.;entrega;chat;treino
REC-03964;"também tentei abrir uma troca. o que mais preciso resolver é que a ligação caiu e ninguém retomou o contato; preciso de retorno.";atendimento;email;treino
REC-03965;"A entrega foi direcionada para outro endereço; só que o estorno ainda está pendente.";entrega;site;treino
REC-03966;alguém consegue me ajudar, a cor veio diferente da escolhida e preciso saber o que aconteceu preciso de um retorno.;produto;app;treino
REC-03967;o pacote voltou pra o remetente sem explicação desde ontem.;entrega;telefone;treino
REC-03968;o estorno ainda não apareceu.;pagamento;telefone;treino
REC-03969;Gostaria de solicitar apoio: boa tarde, não consigo gerar o boleto no meu último pedido Podem verificar?;pagamento;site;teste
REC-03970;queria uma orientação, o estorno ainda não apareceu obrigado;pagamento;email;treino
REC-03971;"POR FAVOR, O PROTOCOLO FOI FECHADO SEM RETORNO; AO MESMO TEMPO O ESTORNO AINDA ESTÁ PENDENTE";atendimento;site;teste
REC-03972;Oi, queria uma orientação, o acabamento veio com marcas. Agradeço se puderem olhar isso.;produto;email;teste
REC-03973;Solicito orientação: a etiqueta de postagem não foi liberada e preciso saber o que aconteceu.;troca_devolucao;app;treino
REC-03974;alguém consegue me ajudar, o sistema diz pagamento pendente, mas já paguei e, além disso, a devolução não aparece no sistema. obrigado.;pagamento;chat;treino
REC-03975;o item apresentou problema no primeiro uso e não consigo localizar onde está a encomenda;produto;site;treino
REC-03976;Bom dia, também tentei abrir uma troca. O que mais preciso resolver é que o item apresentou problema no primeiro uso. Preciso de um retorno.;produto;telefone;validacao
REC-03977;"Gente, foi incluída uma taxa que não estava prevista; mas a devolução não aparece no sistema!";pagamento;app;treino
REC-03978;Gente, gostaria de registrar, ninguém responde ao protocolo. O que mais preciso resolver é que o acabamento veio com marcas.;produto;app;treino
REC-03979;O material parece danificado. Também aconteceu o seguinte: o cupom foi aceito e depois o desconto sumiu.;pagamento;chat;teste
REC-03980;Olá, a compra chegou depois da data em que eu precisava e, além disso, e ainda não consigo retorno no atendimento.;entrega;site;treino
REC-03981;Boa tarde, o estorno ainda está pendente, mas o material parece danificado. Fico no aguardo!;produto;email;treino
REC-03982;Alguém consegue me ajudar, o pedido ainda não chegou no meu último pedido? Como resolvo?!;entrega;telefone;teste
REC-03983;A embalagem estava intacta, mas o item não funciona e preciso saber o que aconteceu.;produto;telefone;treino
REC-03984;Também apareceu uma cobrança que não entendi. O que mais preciso resolver é que a encomenda está atrasada.;entrega;app;treino
REC-03985;Oi, o rastreio parou de atualizar e, além disso, o modelo recebido não era exatamente o esperado.;entrega;chat;teste
REC-03986;Olá, preciso de ajuda, a devolução não aparece no sistema, mas o prazo mudou várias vezes. Podem verificar?;entrega;telefone;teste
REC-03987;a parcela veio com valor incorreto desde ontem. Isso aconteceu hoje de manhã.;pagamento;site;treino
REC-03988;o desconto não foi aplicado, mas fui tratado de forma pouco cordial.;atendimento;telefone;treino
REC-03989;por favor, estou tentando falar com alguém há dias desde ontem? obrigado.;atendimento;telefone;treino
REC-03990;o entregador marcou tentativa sem vir aqui, mas ao mesmo tempo o valor cobrado está diferente do anunciado.;entrega;chat;treino
REC-03991;Gostaria de solicitar apoio: a entrega foi direcionada para outro endereço. Também aconteceu o seguinte: a cor veio diferente da escolhida.;produto;chat;treino
REC-03992;não consigo localizar onde está a encomenda há alguns dias.;entrega;chat;treino
REC-03993;O rastreio parou de atualizar e preciso saber o que aconteceu;entrega;app;treino
REC-03994;o sistema diz pagamento pendente, mas já paguei e preciso saber o que aconteceu;pagamento;telefone;treino
REC-03995;Gente, preciso de ajuda, enviei o item de volta e ainda não confirmaram o recebimento, mas ao mesmo tempo o sistema diz pagamento pendente, mas já paguei. Podem verificar?;troca_devolucao;telefone;validacao
REC-03996;"Olá, solicitei troca e recebi instruções contraditórias; além disso, a previsão de chegada passou e nada.";entrega;telefone;validacao
REC-03997;PRECISO SUBSTITUIR O ITEM POR OUTRO MODELO E NÃO RECONHEÇO UMA COBRANÇA RELACIONADA AO PEDIDO.;troca_devolucao;telefone;treino
REC-03998;O atendimento encerrou o contato sem resolver, no pedido que fiz para casa.;atendimento;app;treino
REC-03999;"Gente, o suporte pede as mesmas informações toda vez; além disso, o valor cobrado está diferente do anunciado!";pagamento;site;treino
REC-04000;Solicitei troca e recebi instruções contraditórias há alguns dias.;troca_devolucao;chat;treino
REC-04001;"O produto veio usado; situação observada na compra feita pelo aplicativo.";produto;app;validacao
REC-04002;a devolução n aparece no sistema o que mais preciso resolver é que a parcela veio com valor incorreto;pagamento;telefone;treino
REC-04003;O acabamento veio com marcas, mas ao mesmo tempo consta como entregue, mas não recebi.;produto;telefone;validacao
REC-04004;Estou com uma dúvida, e ainda não consigo retorno no atendimento. O que mais preciso resolver é que a compra chegou depois da data em que eu precisava. Preciso de um retorno.;entrega;chat;treino
REC-04005;"Solicito orientação: por favor, faltou um acessório dentro da caixa; só que o chat não esclareceu a situação. Obrigado.";produto;app;validacao
REC-04006;"Por favor, preciso substituir o item por outro modelo; além disso, o pacote voltou para o remetente sem explicação.";entrega;email;treino
REC-04007;olá, o pacote voltou para o remetente sem explicação. obrigado.;entrega;site;treino
REC-04008;Olá, a descrição do anúncio não bate com o que chegou desde ontem;produto;telefone;treino
REC-04009;Por favor, já postei a devolução e o status não mudou e, além disso, a entrega também atrasou.;troca_devolucao;email;treino
REC-04010;O protocolo foi fechado sem retorno e solicitei troca e recebi instruções contraditórias.;atendimento;app;validacao
REC-04011;Gostaria de registrar, não consigo localizar onde está a encomenda. Agradeço se puderem olhar isso.;entrega;email;treino
REC-04012;O estorno ainda não apareceu;pagamento;app;treino
REC-04013;por favor, a cor veio diferente da escolhida?;produto;site;treino
REC-04014;"O produto recebido é diferente do anúncio; além disso, a compra chegou depois da data em que eu precisava.";entrega;email;validacao
REC-04015;Oi, também tentei abrir uma troca. O que mais preciso resolver é que a encomenda está atrasada. Conseguem me orientar?;entrega;app;validacao
REC-04016;A entrega tambem atrasou. O que mais preciso resolver é que a cor veio diferente da escolhida.;produto;telefone;treino
REC-04017;"Estou com uma dúvida, fui tratado de forma pouco cordial; mas a devolução não aparece no sistema. Como resolvo?";atendimento;site;validacao
REC-04018;O tamanho não corresponde ao informado. Também aconteceu o seguinte: não sei onde acompanhar minha devolução;troca_devolucao;email;teste
REC-04019;Oi, houve problema com a transportadora. O que mais preciso resolver é que o pagamento foi recusado mesmo com limite. Preciso de um retorno!;pagamento;telefone;treino
REC-04020;Gente, a previsão de chegada passou e nada e, além disso, estou tentando devolver o item.;entrega;chat;treino
REC-04021;O rastreio parou de atualizar desde ontem?;entrega;telefone;treino
REC-04022;alguém consegue me ajudar, não consigo atendimento humano há alguns dias. preciso de um retorno.;atendimento;app;treino
REC-04023;Enviei o item de volta e ainda não confirmaram o recebimento há alguns dias;troca_devolucao;site;treino
REC-04024;"Registro a seguinte situação: a entrega foi direcionada para outro endereço; além disso, quero devolver a compra e não encontro a opção.";troca_devolucao;telefone;treino
REC-04025;Registro a seguinte situação: recebi o modelo errado.;produto;chat;validacao
REC-04026;Oi, preciso substituir o item por outro modelo há alguns dias Obrigado.;troca_devolucao;site;teste
REC-04027;fui tratado de forma pouco cordial há alguns dias.;atendimento;site;treino
REC-04028;a devolução não aparece no sistema, mas recebi só uma parte da compra.;entrega;telefone;validacao
REC-04029;O tamanho não corresponde ao informado no meu último pedido.;produto;email;treino
REC-04030;alguém consegue me ajudar, a embalagem estava intacta, mas o item não funciona desde ontem obrigada;produto;telefone;treino
REC-04031;faltou um acessório dentro da caixa desde ontem.;produto;chat;treino
REC-04032;"Então, gostaria de registrar, o produto recebido é diferente do anúncio; e estou tentando devolver o item. Obrigado.";produto;email;treino
REC-04033;O protocolo foi fechado sem retorno e preciso saber o que aconteceu?;atendimento;telefone;teste
REC-04034;O pix saiu da conta e a compra continua pendente e, além disso, a entrega também atrasou.;pagamento;chat;teste
REC-04035;Olá, estou esperando a encomenda há mais tempo que o informado e preciso saber o que aconteceu.;entrega;telefone;treino
REC-04036;Gente, oi, o valor cobrado está diferente do anunciado e preciso saber o que aconteceu.;pagamento;telefone;treino
REC-04037;o suporte pede as mesmas informações toda vez há alguns dias;atendimento;email;treino
REC-04038;O valor foi cobrado duas vezes no meu último pedido;pagamento;email;validacao
REC-04039;também tentei abrir uma troca, mas uma parte do kit não veio.;produto;telefone;validacao
REC-04040;"quero devolver a compra e não encontro a opção; ao mesmo tempo houve problema com a transportadora.";troca_devolucao;app;treino
REC-04041;a transportadora n apareceu no endereço e preciso saber o q aconteceu?;entrega;email;treino
REC-04042;Então, o reembolso foi aprovado, porém não caiu e preciso saber o que aconteceu.;pagamento;email;treino
REC-04043;o pix saiu da conta e a compra continua pendente desde ontem;pagamento;site;treino
REC-04044;Alguém consegue me ajudar, recebi informações diferentes de cada atendente e preciso saber o que aconteceu? Agradeço se puderem olhar isso.;atendimento;app;treino
REC-04045;Oi, por favor, consta como entregue, mas não recebi e preciso saber o que aconteceu? Agradeço se puderem olhar isso.;entrega;site;treino
REC-04046;Gente, estou com uma dúvida, a parcela veio com valor incorreto e preciso saber o que aconteceu. Podem verificar?;pagamento;telefone;teste
REC-04047;Oi, preciso de ajuda, não consigo gerar o boleto desde ontem? Como resolvo?;pagamento;site;treino
REC-04048;Gente, o pix saiu da conta e a compra continua pendente desde ontem.;pagamento;chat;validacao
REC-04049;Olá, não reconheço uma cobrança relacionada ao pedido, mas ao mesmo tempo o chat me transfere e ninguém assume o caso.;pagamento;chat;treino
REC-04050;a peça veio quebrada;produto;site;treino
REC-04051;O sistema diz pagamento pendente, mas já paguei e, além disso, o item também veio com uma avaria.;pagamento;app;validacao
REC-04052;Ninguém responde minhas mensagens no meu último pedido?;atendimento;telefone;teste
REC-04053;Gente, queria uma orientação, recebi o modelo errado no meu último pedido Como resolvo?!;produto;telefone;validacao
REC-04054;"a compra chegou depois da data em que eu precisava; apesar disso ninguém responde ao protocolo!";entrega;app;treino
REC-04055;Preciso de ajuda, o produto recebido é diferente do anúncio e o valor cobrado está diferente do anunciado. Fico no aguardo.;produto;app;teste
REC-04056;Preciso trocar o tamanho recebido e, além disso, o item também veio com uma avaria.;troca_devolucao;site;treino
REC-04057;o reembolso foi aprovado, porém não caiu e, além disso, e ainda não consigo retorno no atendimento;pagamento;telefone;treino
REC-04058;"O ITEM CHEGOU COM DEFEITO; ENTRETANTO O ESTORNO AINDA ESTÁ PENDENTE!";produto;email;teste
REC-04059;Então, o prazo mudou várias vezes há alguns dias;entrega;chat;treino
REC-04060;gostaria de registrar, o sistema diz pagamento pendente, mas já paguei e preciso saber o q aconteceu? como resolvo?;pagamento;chat;teste
REC-04061;Gente, só queria entender, o valor cobrado está diferente do anunciado e preciso saber o que aconteceu Obrigada.;pagamento;site;treino
REC-04062;Gostaria de solicitar apoio: não consigo atendimento humano e preciso saber o que aconteceu.;atendimento;site;treino
REC-04063;Gostaria de solicitar apoio: o aparelho desliga sozinho no meu último peddo.;produto;telefone;treino
REC-04064;Então, olá, a descrição do anúncio não bate com o que chegou e preciso saber o que aconteceu. Isso pode ser verificado, por favor?;produto;app;treino
REC-04065;O valor foi cobrado duas vezes, mas ao mesmo tempo não consigo atendimento humano.;pagamento;chat;teste
REC-04066;Na última compra, a descrição do anúncio não bate com o que chegou há alguns dias.;produto;chat;treino
REC-04067;Gente, e ainda não consigo retorno no atendimento, mas o aparelho desliga sozinho.;produto;app;teste
REC-04068;boa tarde, o acabamento veio com marcas e prometeram retorno e não retornaram. agradeço se puderem olhar isso.;produto;email;treino
REC-04069;o produto recebido é diferente do anúncio no meu último pedido;produto;app;treino
REC-04070;Registro a seguinte situação: preciso de ajuda, consta como entregue, mas não recebi desde ontem Fico no aguardo.;entrega;site;treino
REC-04071;Olá, alguém consegue me ajudar, o valor foi cobrado duas vezes há alguns dias Obrigado.;pagamento;email;teste
REC-04072;o estorno ainda está pendente, mas consta como entregue, mas não recebi;entrega;telefone;treino
REC-04073;"O suporte pede as mesmas informações toda vez; além disso, a compra foi cancelada, mas a cobrança permaneceu.";pagamento;app;teste
REC-04074;preciso de ajuda, o item apresentou problema no primeiro uso. isso pode ser verificado, por favor?;produto;site;teste
REC-04075;estou com uma dúvida, o pix saiu da conta e a compra continua pendente e, além disso, a devolução não aparece no sistema. como resolvo?;pagamento;email;treino
REC-04076;A PARCELA VEIO COM VALOR INCORRETO E PRECISO SABER O QUE ACONTECEU.;pagamento;app;treino
REC-04077;A ligação caiu e ninguém retomou o contato e preciso saber o que aconteceu;atendimento;telefone;treino
REC-04078;Quero devolver a compra e não encontro a opção, mas ao mesmo tempo o cartão foi debitado, mas o pedido não confirmou.;troca_devolucao;email;validacao
REC-04079;Solicito orientação: uma parte do kit não veio.;produto;email;treino
REC-04080;Oi, o estorno ainda está pendente, mas recebi informações diferentes de cada atendente.;atendimento;chat;treino
REC-04081;Olá, o atendimento encerrou o contato sem resolver e preciso saber o que aconteceu?;atendimento;email;teste
REC-04082;Preciso de ajuda, o acabamento veio com marcas e preciso saber o que aconteceu Preciso de um retorno.;produto;chat;validacao
REC-04083;Solicito orientação: bom dia, o prazo mudou várias vezes no meu último peddo. Podem verificar?!;entrega;email;treino
REC-04084;Uma parte do kit não veio e, além disso, a entrega também atrasou.;produto;email;validacao
REC-04085;O tamanho não corresponde ao informado, mas ao mesmo tempo a resposta recebida não tem relação com a minha dúvida.;produto;email;treino
REC-04086;Só queria entender, ninguém responde minhas mensagens. Também aconteceu o seguinte: faltou um acessório dentro da caixa. Conseguem me orientar?!;produto;email;treino
REC-04087;bom dia, o chat não esclareceu a situação. o q mais preciso resolver é q o entregador marcou tentativa sem vir aqui.;entrega;telefone;treino
REC-04088;olá, não reconheço uma cobrança relacionada ao pedido?;pagamento;app;treino
REC-04089;Olá, estou esperando a encomenda há mais tempo que o informado há alguns dias?;entrega;site;treino
REC-04090;Fui tratado de forma pouco cordial desde ontem?;atendimento;chat;validacao
REC-04091;Registro a seguinte situação: recebi o modelo errado?;produto;telefone;teste
REC-04092;olá, não reconheço uma cobrança relacionada ao pedido preciso de um retorno.;pagamento;chat;teste
REC-04093;Gente, por favor, o material parece danificado e preciso saber o que aconteceu. Podem verificar?;produto;telefone;validacao
REC-04094;"Estou com uma dúvida, o produto recebido é diferente do anúncio; ao mesmo tempo houve problema com a transportadora. Como resolvo?!";produto;site;teste
REC-04095;Venho informar, o pagamento foi recusado mesmo com limite Como resolvo?;pagamento;app;treino
REC-04096;Gostaria de solicitar apoio: a resposta recebida não tem relação com a minha dúvida no meu último pedido;atendimento;chat;treino
REC-04097;Registro a seguinte situação: oi, o pagamento foi recusado mesmo com limite? Obrigado.;pagamento;site;treino
REC-04098;o chat n esclareceu a situação, mas o acabamento veio com marcas;produto;email;treino
REC-04099;"Registro a seguinte situação: o item chegou com defeito e preciso saber o que aconteceu; preciso de retorno.";produto;telefone;treino
REC-04100;Oi, alguém consegue me ajudar, o pacote voltou para o remetente sem explicação desde ontem Preciso de um retorno.;entrega;telefone;validacao
REC-04101;por favor, a descrição do anúncio não bate com o q chegou como resolvo?;produto;telefone;treino
REC-04102;Estou tentando falar com alguém há dias há alguns dias!;atendimento;app;treino
REC-04103;Desde a última atualização do rastreio, solicitei troca e recebi instruções contraditórias desde ontem.;troca_devolucao;app;treino
REC-04104;Por favor, estou com uma dúvida, a descrição do anúncio não bate com o que chegou desde ontem? Podem verificar?;produto;telefone;validacao
REC-04105;"A troca foi aprovada, mas o novo item não foi enviado; apesar disso o modelo recebido não era exatamente o esperado.";troca_devolucao;site;teste
REC-04106;gostaria de registrar, o item chegou com defeito no meu último pedido? podem verificar?;produto;site;treino
REC-04107;recebi só uma parte da compra e preciso trocar o tamanho recebido.;entrega;email;validacao
REC-04108;só queria entender, o pagamento foi recusado mesmo com limite e preciso saber o que aconteceu. preciso de um retorno.;pagamento;email;treino
REC-04109;olá, o protocolo foi fechado sem retorno desde ontem;atendimento;telefone;treino
REC-04110;ninguém responde minhas mensagens no meu último pedido. Isso aconteceu depois da atualização do pedido.;atendimento;telefone;treino
REC-04111;O item também veio com uma avaria. O que mais preciso resolver é que fui tratado de forma pouco cordial.;atendimento;chat;treino
REC-04112;Preciso de ajuda, faltou um acessório dentro da caixa há alguns dias. Podem verificar?;produto;app;treino
REC-04113;boa tarde, o prazo mudou várias vezes no meu último pedido obrigada.;entrega;email;treino
REC-04114;Então, já postei a devolução e o status não mudou há alguns dias?;troca_devolucao;telefone;teste
REC-04115;já postei a devolução e o status não mudou desde ontem.;troca_devolucao;telefone;treino
REC-04116;Então, a compra foi cancelada, mas a cobrança permaneceu e, além disso, o rastreio está confuso.;pagamento;site;treino
REC-04117;E ainda nao consigo retorno no atendimento. O que mais preciso resolver é que o prazo de troca está correndo e nao consigo abrir a solicitação!;troca_devolucao;email;validacao
REC-04118;pessoal, a etiqueta de postagem não foi liberada e preciso saber o que aconteceu. obrigado.;troca_devolucao;chat;treino
REC-04119;quero devolver a compra e não encontro a opção no meu último pedido.;troca_devolucao;app;treino
REC-04120;Por favor, o produto recebido é diferente do anúncio há alguns dias.;produto;email;treino
REC-04121;o pacote voltou para o remetente sem explicação no meu último pedido;entrega;chat;treino
REC-04122;A resposta recebida não tem relação com a minha dúvida e preciso saber o que aconteceu.;atendimento;site;treino
REC-04123;Por favor, o reembolso foi aprovado, porém não caiu;pagamento;email;treino
REC-04124;Só queria entender, o chat não esclareceu a situação, mas a previsão de chegada passou e nada. Podem verificar?;entrega;telefone;teste
REC-04125;Alguém consegue me ajudar, o protocolo foi fechado sem retorno e, além disso, o desconto não foi aplicado. Agradeço se puderem olhar isso;atendimento;chat;validacao
REC-04126;A compra chegou depois da data em que eu precisava e a peça veio quebrada.;entrega;email;treino
REC-04127;Por favor, olá, o protocolo foi fechado sem retorno no meu último pedido.;atendimento;site;treino
REC-04128;Por favor, o pacote sumiu no trajeto no meu último pedido;entrega;chat;treino
REC-04129;Estou tentando falar com alguém há dias e preciso saber o que aconteceu;atendimento;app;treino
REC-04130;Recebi só uma parte da compra, mas ao mesmo tempo o cupom foi aceito e depois o desconto sumiu Podem verificar?;entrega;telefone;treino
REC-04131;"A transportadora não apareceu no endereço; apesar disso a caixa veio com uma peça faltando.";entrega;app;treino
REC-04132;Ninguém responde ao protocolo, mas a previsão de chegada passou e nada.;entrega;site;treino
REC-04133;Por favor, registro a seguinte situação: pessoal, o sistema bloqueia a opção de devolução e preciso saber o que aconteceu. Isso pode ser verificado, por favor.;troca_devolucao;site;treino
REC-04134;Quero devolver a compra e não encontro a opção e, além disso, o chat não esclareceu a situação.;troca_devolucao;site;validacao
REC-04135;Boa tarde, o estorno ainda não apareceu há alguns dias Agradeço se puderem olhar isso.;pagamento;telefone;treino
REC-04136;"consta como entregue, mas não recebi; porém a devolução não aparece no sistema.";entrega;email;treino
REC-04137;O material parece danificado e preciso saber o que aconteceu.;produto;app;teste
REC-04138;Gostaria de solicitar apoio: a peça veio quebrada desde ontem;produto;chat;validacao
REC-04139;alguém consegue me ajudar, o chat não esclareceu a situação, mas a encomenda está atrasada. obrigada;entrega;email;treino
REC-04140;O atendimento encerrou o contato sem resolver e preciso saber o que aconteceu?;atendimento;telefone;teste
REC-04141;Olá, estou com uma dúvida, o pacote sumiu no trajeto. Obrigada.;entrega;site;treino
REC-04142;foi incluída uma taxa que não estava prevista no meu último pedido? 😕;pagamento;chat;treino
REC-04143;Pessoal, e ainda nao consigo retorno no atendimento, mas o sistema diz pagamento pendente, mas já paguei. Podem verificar?;pagamento;chat;treino
REC-04144;estou com uma dúvida, não sei onde acompanhar minha devolução desde ontem preciso de um retorno;troca_devolucao;site;treino
REC-04145;Oi, o pacote sumiu no trajeto, mas ao mesmo tempo o chat me transfere e ninguém assume o caso. Agradeço se puderem olhar isso.;entrega;app;treino
REC-04146;Já postei a devolução e o status não mudou.;troca_devolucao;app;treino
REC-04147;olá, o rastreio parou de atualizar no meu último pedido isso pode ser verificado, por favor;entrega;chat;validacao
REC-04148;Alguém consegue me ajudar, não consigo atendimento humano e preciso saber o que aconteceu. Como resolvo?;atendimento;site;teste
REC-04149;estou com uma dúvida, a entrega foi direcionada para outro endereço e preciso saber o que aconteceu? obrigado.;entrega;email;validacao
REC-04150;gostaria de registrar, o suporte pede as mesmas informações toda vez e preciso saber o que aconteceu? conseguem me orientar?;atendimento;telefone;teste
REC-04151;Por favor, o estorno ainda está pendente. O que mais preciso resolver é que o tamanho não corresponde ao informado;produto;telefone;teste
REC-04152;Gostaria de solicitar apoio: a entrega também atrasou, mas a etiqueta de postagem não foi liberada.;troca_devolucao;app;teste
REC-04153;"boa tarde, n consigo localizar onde está a encomenda; porém estou tentando devolver o item. conseguem me orientar?";entrega;site;treino
REC-04154;O prazo mudou várias vezes e preciso saber o que aconteceu.;entrega;telefone;treino
REC-04155;E ainda não consigo retorno no atendimento. O que mais preciso resolver é que o prazo mudou várias vezes.;entrega;app;teste
REC-04156;Alguém consegue me ajudar, a entrega foi direcionada para outro endereço desde ontem;entrega;app;treino
REC-04157;O atendente informou um procedimento que não funciona no meu último pedido;atendimento;site;treino
REC-04158;Estou com uma dúvida, o entregador marcou tentativa sem vir aqui no meu último pedido? Isso pode ser verificado, por favor?;entrega;chat;treino
REC-04159;A cor veio diferente da escolhida?;produto;site;treino
REC-04160;Gostaria de solicitar apoio: oi, o item também veio com uma avaria. O que mais preciso resolver é que a entrega foi direcionada para outro endereço. Isso pode ser verificado, por favor?!;entrega;telefone;treino
REC-04161;Olá, pessoal, o produto recebido é diferente do anúncio e preciso saber o que aconteceu? Podem verificar?;produto;email;treino
REC-04162;Prometeram retorno e não retornaram no meu último pedido?;atendimento;telefone;treino
REC-04163;a devolução não aparece no sistema, mas o pix saiu da conta e a compra continua pendente.;pagamento;site;treino
REC-04164;Gente, uma parte do kit não veio e preciso saber o que aconteceu.;produto;app;treino
REC-04165;Por favor, o prazo de troca está correndo e não consigo abrir a solicitação no meu último pedido;troca_devolucao;site;validacao
REC-04166;O chat não esclareceu a situação. O que mais preciso resolver é que o pacote sumiu no trajeto.;entrega;app;treino
REC-04167;Boa tarde, o cartão foi debitado, mas o pedido não confirmou há alguns dias Fico no aguardo.;pagamento;site;treino
REC-04168;"Não sei onde acompanhar minha devolução; além disso, faltou um acessório dentro da caixa.";produto;email;validacao
REC-04169;O atendimento encerrou o contato sem resolver no meu último pedido?;atendimento;chat;treino
REC-04170;"Oi, o rastreio parou de atualizar; ao mesmo tempo o modelo recebido não era exatamente o esperado.";entrega;chat;treino
REC-04171;O modelo recebido não era exatamente o esperado. O que mais preciso resolver é que ninguém responde minhas mensagens.;atendimento;app;treino
REC-04172;No pedido mais recente, estou esperando a encomenda há mais tempo que o informado desde ontem.;entrega;email;treino
REC-04173;o pacote voltou para o remetente sem explicação e preciso saber o que aconteceu?;entrega;telefone;validacao
REC-04174;Gente, o entregador marcou tentativa sem vir aqui e preciso saber o que aconteceu?;entrega;telefone;treino
REC-04175;Preciso de ajuda, ninguém responde minhas mensagens e a troca foi aprovada, mas o novo item não foi enviado. Podem verificar?;atendimento;telefone;treino
REC-04176;recbi só uma parte da compra e preciso saber o que aconteceu;entrega;email;validacao
REC-04177;"OLÁ, A TRANSPORTADORA NÃO APARECEU NO ENDEREÇO; APESAR DISSO O DESCONTO NÃO FOI APLICADO.";entrega;site;treino
REC-04178;"Olá, a compra chegou depois da data em que eu precisava; além disso, a ligação caiu e ninguém retomou o contato.";atendimento;chat;treino
REC-04179;"Olá, recebi informações diferentes de cada atendente; e o desconto não foi aplicado.";atendimento;telefone;teste
REC-04180;Oi, já postei a devolução e o status não mudou no meu último pedido?;troca_devolucao;chat;validacao
REC-04181;ENTÃO, OI, O PACOTE VOLTOU PARA O REMETENTE SEM EXPLICAÇÃO HÁ ALGUNS DIAS;entrega;telefone;teste
REC-04182;Por favor, a compra chegou depois da data em que eu precisava e o material parece danificado.;entrega;email;treino
REC-04183;Venho informar, fui tratado de forma pouco cordial. Também aconteceu o seguinte: a descrição do anúncio não bate com o que chegou. Obrigada.;produto;chat;treino
REC-04184;Gente, preciso de ajuda, enviei o item de volta e ainda não confirmaram o recebimento e o suporte pede as mesmas informações toda vez. Conseguem me orientar?;troca_devolucao;telefone;treino
REC-04185;o item chegou com defeito desde ontem;produto;email;teste
REC-04186;Solicitei troca e recebi instruções contraditórias, mas ao mesmo tempo o produto veio usado.;troca_devolucao;site;validacao
REC-04187;Só queria entender, a entrega foi direcionada para outro endereço e preciso saber o que aconteceu Isso pode ser verificado, por favor?;entrega;telefone;treino
REC-04188;Boa tarde, solicitei troca e recebi instruções contraditórias desde ontem? Podem verificar?;troca_devolucao;site;treino
REC-04189;"recebi informações diferentes de cada atendente; além disso, recebi o modelo errado";produto;site;treino
REC-04190;Olá, a parcela veio com valor incorreto?;pagamento;app;treino
REC-04191;Por favor, a devolução não aparece no sistema. O que mais preciso resolver é que o material parece danificado.;produto;email;teste
REC-04192;não consigo gerar o boleto no meu último pedido;pagamento;app;treino
REC-04193;Estou com uma dúvida, o produto recebido é diferente do anúncio desde ontem? Fico no aguardo.;produto;chat;treino
REC-04194;Gostaria de solicitar apoio: quero cancelar a compra e devolver o que recbi há alguns dias?;troca_devolucao;site;treino
REC-04195;pessoal, o pedido ainda não chegou há alguns dias.;entrega;email;treino
REC-04196;O modelo recbido não era exatamente o esperado. O que mais preciso resolver é que quero devolver a compra e não encontro a opção.;troca_devolucao;site;teste
REC-04197;Só queria entender, recebi só uma parte da compra há alguns dias Podem verificar?;entrega;site;teste
REC-04198;estou esperando a encomenda há mais tempo que o informado!!!;entrega;site;treino
REC-04199;Gente, pessoal, o estorno ainda está pendente, mas preciso substituir o item por outro modelo. Fico no aguardo.;troca_devolucao;email;treino
REC-04200;a devolução não aparece no sistema. o que mais preciso resolver é que o atendimento encerrou o contato sem resolver;atendimento;telefone;treino
REC-04201;a encomenda está atrasada. também aconteceu o seguinte: o aparelho desliga sozinho.;produto;site;treino
REC-04202;O chat não esclareceu a situação, mas o pedido ainda não chegou.;entrega;site;treino
